age,workclass,fnlwgt
58,Private,172333
32,Private,206541
33,Self-emp-not-inc,177828
28,Private,303440
22,Private,89991
35,Private,186009
59,Private,170988
45,Self-emp-inc,180239
50,Self-emp-not-inc,213654
56,Self-emp-inc,32316
36,Self-emp-not-inc,150371
18,?,387871
28,Private,314649
42,Private,240255
60,Private,206339
41,Self-emp-inc,230168
42,Private,171424
36,Private,148581
52,Local-gov,89705
42,Self-emp-not-inc,248406
26,Local-gov,72594
31,Local-gov,137537
47,Private,225065
35,Private,217274
19,Private,69151
59,Self-emp-not-inc,81107
38,Private,205852
36,Private,201117
35,Private,397307
39,Private,115422
64,Private,114994
17,Local-gov,39815
49,Private,151584
19,Private,164938
36,Self-emp-not-inc,179896
26,Private,253841
27,Private,177955
66,Private,113323
38,Private,320305
25,Private,229287
19,Private,100790
30,Private,331419
22,Private,171419
60,Private,202226
54,Private,308087
46,Private,220124
33,State-gov,31703
51,Local-gov,153908
43,Private,180599
18,?,252046
60,Self-emp-inc,160062
39,Self-emp-not-inc,148443
23,Private,91733
39,Private,176634
40,Local-gov,74949
48,Private,165484
24,Private,44738
32,Private,130040
31,Self-emp-not-inc,234537
39,Private,179016
27,Private,335421
45,State-gov,312678
22,?,313786
31,Private,198751
63,Private,131519
45,Private,285060
28,State-gov,189765
23,Private,130905
50,Private,146325
33,Private,102821
22,?,137876
27,Private,388998
29,Private,82910
36,Private,309122
60,Private,532845
46,Private,195833
67,?,98882
20,?,133515
23,Private,55215
38,Self-emp-inc,176357
60,Private,185836
20,Self-emp-not-inc,54152
37,Private,212437
37,Private,224566
58,Private,200040
25,Private,41526
27,Private,89598
33,Private,323811
43,State-gov,30824
21,Federal-gov,181096
45,Private,217953
44,Private,222635
52,?,121942
53,Private,346871
31,Private,184889
18,Federal-gov,101709
20,Private,125010
32,Private,53135
48,Private,498328
46,Private,604380
28,Private,174327
27,Self-emp-not-inc,357283
18,Federal-gov,280728
69,Self-emp-not-inc,185039
50,Self-emp-inc,251240
43,Private,143046
32,Private,210541
43,Private,172364
52,Self-emp-not-inc,138611
50,Private,176227
35,Private,139647
20,?,174461
73,?,123345
46,Private,164427
58,Private,205235
46,Self-emp-inc,192779
40,Private,163434
25,Private,264055
22,Private,336215
33,Federal-gov,78307
49,Federal-gov,233059
62,Private,91433
56,Local-gov,157525
24,Private,86065
42,Private,22831
41,Private,180181
23,Private,212617
22,?,125905
35,Private,336793
42,Private,314649
22,Private,283969
32,Self-emp-not-inc,35595
25,Private,410240
66,Private,178120
26,State-gov,294400
46,Private,65353
55,Private,189719
24,Private,23438
25,Private,178037
22,Private,109815
31,Private,197860
30,Private,271933
54,Private,141663
19,?,199609
56,Private,92215
47,Private,93449
29,Private,235393
53,Private,151864
22,Private,189277
50,?,204577
42,Private,344572
21,Private,265356
36,Self-emp-inc,166880
60,Private,188650
69,Private,213249
31,Private,112627
48,Private,125120
23,Private,60409
24,Private,243190
47,Private,583755
36,Private,68089
39,Private,306646
22,Private,186573
27,Private,279580
36,Private,437909
54,Private,420691
33,Federal-gov,94193
42,Private,154076
52,Private,145879
23,Private,208946
33,Private,231826
30,Private,178587
35,Private,213208
35,?,139770
27,Private,153869
24,Private,88676
44,Local-gov,151089
62,Private,138621
45,Private,30457
75,Self-emp-not-inc,213349
47,Private,192776
64,Private,192884
54,Private,103024
41,Federal-gov,510072
33,Private,178615
20,Private,249956
51,Private,177705
45,Self-emp-inc,121124
18,?,25837
43,Private,557349
30,Private,89735
32,Private,222548
45,Private,47314
61,Private,316359
21,Private,200089
56,Private,271795
28,Private,31801
23,Private,196508
55,Private,189933
27,?,501172
33,Private,361497
22,Private,150175
43,Local-gov,155106
32,Self-emp-not-inc,62272
38,Private,189916
18,Private,324011
35,Private,105803
67,?,53588
29,Private,107998
19,Private,340567
39,Private,167777
29,Private,228860
45,Self-emp-inc,40666
44,Private,277488
42,Local-gov,195897
34,Private,242984
52,Local-gov,236497
18,?,312634
64,Private,59829
30,Private,24292
43,Local-gov,180407
49,Self-emp-not-inc,121238
35,Private,281982
37,Self-emp-not-inc,348739
49,Private,194189
19,Private,329130
22,Private,205939
31,Private,62165
26,Private,224361
44,Private,34722
38,Private,175972
33,Self-emp-not-inc,359428
24,?,138504
18,Private,268952
32,Private,257978
27,Private,118799
28,State-gov,78356
30,Self-emp-not-inc,609789
33,Private,123157
74,Private,84197
36,Private,162312
36,Private,138441
29,Private,239753
39,Private,262158
25,Self-emp-inc,133373
21,Private,57916
39,State-gov,142897
38,Private,161016
20,Private,227491
51,Private,306790
21,Private,33831
36,Private,188972
50,Private,313546
38,Private,220585
25,Local-gov,476599
23,Private,163665
36,Private,306646
41,Private,206470
34,Private,169583
19,State-gov,127085
18,Private,152044
36,Private,111387
46,Private,102318
29,Private,213692
23,Private,163665
35,Private,30529
35,Private,290226
40,Private,182136
22,Private,73266
19,State-gov,60412
70,Private,187891
38,Private,194304
35,Private,160910
25,Private,148300
39,Private,165743
50,Private,123174
43,Private,184018
37,Federal-gov,188069
51,Private,138852
29,?,78529
20,Private,164441
21,Private,199419
47,Private,181342
44,Private,173382
17,Private,184924
25,Private,215384
43,State-gov,424094
46,Federal-gov,212120
42,Private,185764
46,Local-gov,133969
22,Private,32616
49,Private,149210
21,Private,161210
53,Private,285621
43,Private,282069
22,Private,97508
33,Private,356823
28,Private,171133
25,Private,231638
40,Private,191342
50,Private,226497
48,Self-emp-not-inc,373606
30,Private,39150
33,Private,288840
34,Private,293703
42,Private,79586
48,Self-emp-not-inc,82098
38,Private,245372
29,Private,78261
33,Private,355996
64,Private,218490
44,Private,110908
42,Federal-gov,34218
49,Private,248895
25,Private,363707
33,Private,272411
38,Private,128033
20,Private,177287
44,Private,197344
45,Private,285858
27,Self-emp-inc,193868
18,Private,232082
38,Private,27408
45,Private,247043
27,Local-gov,162404
64,Private,236341
66,Local-gov,179285
34,Private,30433
45,Self-emp-not-inc,102771
42,Self-emp-not-inc,221172
32,Private,108116
26,Private,375499
27,Private,178688
21,Private,276709
23,?,238087
47,Private,84790
20,State-gov,37482
46,State-gov,178686
35,?,153926
55,Private,110748
28,Private,116613
21,Private,108687
36,Private,365739
29,Private,195284
38,Private,125933
37,Private,140854
81,Self-emp-not-inc,193237
41,Private,46870
29,Private,351324
30,Self-emp-not-inc,189265
25,Private,236564
42,Federal-gov,557644
30,Private,374454
65,?,160654
18,Private,122775
26,Private,214413
30,Private,329425
61,Private,178312
21,Private,241951
53,Private,130143
41,Self-emp-inc,114580
43,Self-emp-inc,130126
60,Private,399387
47,Private,163814
48,Private,69586
32,Private,237903
25,?,219897
31,Private,243165
33,State-gov,173806
27,Self-emp-not-inc,65308
44,Private,408531
44,Private,235786
37,Private,314963
34,Private,81206
51,Federal-gov,293196
51,Private,95329
25,Local-gov,45474
25,Private,372728
29,Federal-gov,116394
36,Self-emp-not-inc,34180
55,Private,327589
39,Private,706180
31,Private,32550
31,Private,173858
51,Self-emp-inc,230095
30,Private,139012
62,Private,174711
37,Private,171150
30,Self-emp-inc,77689
27,Private,193898
32,Private,195000
23,Private,303121
35,Self-emp-not-inc,188540
46,Private,158656
45,Self-emp-inc,204196
27,Private,183802
46,Private,148995
22,Private,190903
37,State-gov,173780
42,Private,251239
45,Private,112761
33,State-gov,425785
46,Private,197731
24,Private,119156
56,Private,133819
34,Private,185556
50,Private,109277
48,Self-emp-inc,36020
45,Private,45857
55,Private,184882
41,State-gov,342834
66,Private,234743
29,Federal-gov,106179
37,Private,177895
63,?,257876
61,Private,86067
64,Private,66634
35,Private,138441
22,Private,279802
58,Private,407138
58,Private,31732
24,Private,204172
34,Private,100593
33,Local-gov,162623
33,Self-emp-not-inc,80933
17,Private,47425
27,Private,107812
20,Self-emp-inc,104443
52,Private,117496
30,Private,209691
22,Private,314525
20,Private,190772
64,Local-gov,199298
49,Private,187370
38,Private,216129
46,Federal-gov,219293
17,Private,136363
45,Private,233799
27,Private,207611
45,Self-emp-inc,178344
26,Self-emp-inc,187652
23,Private,188545
44,Local-gov,58124
36,Private,321733
35,Private,206253
24,?,152140
56,Private,76281
47,Private,606752
32,Private,29933
29,Private,114158
55,?,227203
35,Self-emp-inc,65624
37,Private,34146
36,Self-emp-not-inc,34378
33,Private,141490
34,Private,199227
24,Private,224954
25,Private,231357
31,Self-emp-inc,113530
38,Private,22245
30,Private,36383
35,Private,320305
67,?,201657
34,Private,48935
46,Private,101455
19,Local-gov,243960
26,Private,90915
28,Private,315287
47,Private,106255
49,Local-gov,215895
33,Self-emp-not-inc,170979
44,Private,210525
30,Private,195488
18,Private,152246
60,Self-emp-not-inc,187794
44,Private,110396
81,?,89391
43,State-gov,254817
35,Private,41777
58,Self-emp-not-inc,234841
32,Private,79586
40,Private,115331
32,Private,63564
21,Private,132053
44,Private,370502
33,Private,59083
25,Private,69413
42,Private,32981
27,Private,176683
62,?,144116
31,Self-emp-not-inc,209213
33,State-gov,150657
50,Self-emp-not-inc,124793
50,Private,22211
46,Private,270565
22,Private,38251
66,State-gov,162945
52,Private,195638
57,Self-emp-not-inc,118806
41,Self-emp-not-inc,44006
42,Private,119679
19,Private,333953
45,Local-gov,172111
51,Self-emp-not-inc,32372
69,?,117525
45,Self-emp-not-inc,123681
48,Private,317360
60,Federal-gov,119832
42,Private,135056
19,State-gov,135162
39,Self-emp-not-inc,194004
46,Private,177633
58,Local-gov,212864
36,Private,30509
21,Private,118712
41,Private,199018
17,Private,151799
29,Private,181280
52,Private,232024
33,Private,226267
38,Private,240467
42,Private,154374
24,State-gov,231473
59,Private,158813
36,Private,346478
54,Private,215990
39,Private,177154
42,Self-emp-not-inc,238188
54,Self-emp-not-inc,156800
26,Private,130620
50,Private,175339
42,Private,37937
48,Federal-gov,166634
31,Private,221167
56,Private,179641
28,Local-gov,213195
34,Private,157747
28,Private,227840
41,Private,169104
44,Private,186916
34,Private,37646
26,Private,157028
37,Private,188774
64,?,146272
25,Private,182656
48,Self-emp-not-inc,200471
47,Private,358465
17,Private,78602
44,Private,213416
46,Local-gov,345911
32,?,119522
42,Federal-gov,126320
33,Self-emp-not-inc,235271
61,Private,141745
47,Private,359461
35,Private,109351
62,Private,148113
62,Self-emp-not-inc,75478
38,Private,100375
19,?,28455
33,Private,231413
39,Local-gov,119421
17,Private,206998
58,Private,183810
35,Self-emp-inc,187053
34,Local-gov,155781
55,?,193895
32,Private,48520
19,Self-emp-inc,170125
41,Private,107584
24,Private,196742
52,?,244214
48,Local-gov,127921
32,Private,42617
47,Local-gov,191389
38,Private,187983
18,Private,215110
25,Private,230292
36,Private,90159
40,Private,175398
56,Self-emp-not-inc,53366
50,Private,46155
55,Private,61708
32,Local-gov,112650
41,Private,173682
28,Private,160981
53,Private,72257
26,?,182332
60,Local-gov,48788
21,Private,417668
29,Private,107458
73,Private,147551
43,Self-emp-inc,33729
45,Private,101977
35,?,374716
36,Private,214378
25,Private,111243
38,Private,252947
30,Local-gov,118500
49,Private,195612
41,Local-gov,174575
27,Private,190391
64,Private,166715
41,Self-emp-not-inc,142725
37,Private,73471
51,Private,241745
35,Private,316141
61,Local-gov,248595
52,Private,90189
40,Private,205195
20,Private,148940
52,Local-gov,298035
50,Private,154728
49,Private,166809
36,State-gov,97136
33,Private,347623
40,Private,117917
45,Private,266860
22,Private,71864
47,Private,158451
24,Private,229826
19,Private,121788
40,Private,151365
40,Private,360884
54,Private,36480
43,Self-emp-not-inc,116666
63,Local-gov,214143
18,Private,45316
19,Private,311974
49,Self-emp-not-inc,48495
27,Private,115945
49,Local-gov,170846
60,Private,142922
71,?,181301
34,Private,286675
29,Private,233168
30,Private,177304
46,Private,336984
32,Self-emp-not-inc,379412
25,Private,180778
25,Private,141876
22,Private,228306
32,Private,329993
40,Private,247469
51,Private,673764
20,Private,155775
34,Private,81223
40,Private,236021
34,State-gov,103371
19,Private,199480
53,Private,152657
42,Federal-gov,460214
38,Private,91039
41,Private,197372
64,?,267198
30,State-gov,111883
20,Private,66917
19,Private,292583
20,Private,391679
35,Private,475324
33,Self-emp-not-inc,218164
43,Self-emp-not-inc,101534
38,Federal-gov,65706
50,Self-emp-not-inc,156606
23,Private,200967
30,Local-gov,164493
33,Private,547886
48,Private,232145
43,Private,96421
33,Private,554206
50,Local-gov,234143
23,Private,380544
36,Local-gov,103886
50,State-gov,54709
26,Private,276548
55,Local-gov,176046
37,Private,114605
43,Private,323713
38,Self-emp-not-inc,261382
42,Private,223548
47,Self-emp-not-inc,355978
44,Private,107218
28,Self-emp-not-inc,31717
51,Private,328947
51,Private,148431
49,Private,121602
62,Private,244087
31,Private,83425
29,Private,157308
23,Private,57898
40,State-gov,175304
66,Self-emp-inc,102663
17,Private,99175
37,Private,208358
69,Private,361561
23,Private,215115
38,Federal-gov,207066
37,Federal-gov,160910
38,Private,64879
38,Private,430035
37,State-gov,74163
37,Self-emp-inc,98389
23,Private,386019
17,Private,112795
48,Private,332465
17,Private,38611
55,Private,368797
35,Private,24106
68,?,108683
35,Self-emp-not-inc,241998
53,Private,312446
43,Private,69333
36,Private,172538
24,Private,275884
45,Private,43479
34,Private,199864
56,Private,235197
36,Private,170376
22,Private,325179
19,?,351195
33,Private,141841
48,Private,207817
20,Private,137974
64,Self-emp-inc,161325
47,Private,293623
20,Private,37783
44,Federal-gov,308027
45,Self-emp-not-inc,149218
45,Local-gov,374450
45,Local-gov,61885
27,State-gov,291196
41,Private,45366
20,Private,203027
54,Self-emp-inc,223752
17,Private,132680
50,Private,155574
31,State-gov,193565
49,Self-emp-not-inc,123598
44,Private,456236
49,Private,163229
28,Local-gov,419740
43,Local-gov,118853
33,Private,31449
35,Private,204163
17,Private,177629
25,Private,186370
41,Private,188307
30,Private,55481
48,Private,119471
61,Local-gov,167347
41,Private,184378
36,Private,348960
24,Local-gov,69640
27,Private,297457
18,Private,279593
20,Private,211968
18,Private,194561
23,Private,140414
43,State-gov,24763
38,State-gov,462832
36,Private,48972
28,Self-emp-not-inc,35032
47,Private,228583
51,Private,392668
35,Private,108140
38,State-gov,112497
47,Federal-gov,142581
26,Private,147982
31,State-gov,440129
46,Private,200734
49,Private,31807
19,Private,166153
45,Self-emp-inc,212954
46,Private,52291
70,Self-emp-not-inc,303588
19,Private,96176
46,Private,184632
20,Private,137618
17,Private,160029
43,Private,178780
19,Private,39756
37,Private,35309
51,Private,117253
40,Local-gov,303212
24,Private,214542
31,Private,342019
59,Private,126668
27,Private,401508
40,Private,25005
30,Self-emp-not-inc,85708
28,Private,115677
25,Private,144259
22,Private,197583
21,State-gov,142766
67,?,132626
35,Self-emp-inc,185621
54,Local-gov,29887
36,Private,117381
29,Private,211482
32,Federal-gov,90653
55,Private,209535
56,Federal-gov,187873
19,Private,174732
36,Private,297847
58,Private,110213
35,Private,162601
44,Private,108438
40,Self-emp-inc,132222
18,Private,174394
71,Self-emp-not-inc,322789
51,Federal-gov,72436
27,?,60726
20,Private,190273
33,?,393376
34,Private,140571
28,Private,584790
23,Private,197666
36,Private,245090
42,Private,192569
31,Local-gov,158291
19,?,113915
38,Local-gov,287658
22,Private,192455
36,Private,317040
36,Private,218689
17,Private,116626
30,Federal-gov,48458
35,Self-emp-not-inc,241469
32,Private,167990
42,Private,261929
54,Private,425804
36,Private,33394
58,Private,72812
39,Private,89040
62,Local-gov,164518
51,Private,182740
52,Private,361875
25,Private,197130
26,Private,340335
26,Private,293984
59,State-gov,261584
21,Private,170302
45,Private,481987
26,Private,88449
68,Self-emp-not-inc,261897
60,Private,250552
65,Private,88513
41,Private,168293
34,Private,283921
28,Private,407043
40,Private,63745
57,Private,49893
37,Private,241962
34,Private,338416
21,?,212888
57,Federal-gov,310320
55,Private,359972
51,Private,64643
56,Private,125000
32,Private,286675
18,Private,165532
48,Private,349986
46,Private,213140
41,Federal-gov,219155
33,Private,183612
33,Private,391114
47,Private,219632
46,Self-emp-inc,320124
40,Private,799281
42,Private,657397
31,State-gov,373432
51,Private,168660
44,Private,191149
37,Private,356824
25,Private,191782
63,Self-emp-not-inc,29859
52,Private,204226
42,Local-gov,246862
28,Private,496526
30,Private,426431
34,Private,84154
37,Federal-gov,45937
31,Private,130021
35,Private,63021
25,Private,367306
38,Private,65624
43,Self-emp-not-inc,144928
22,Private,117747
18,Private,266681
26,Private,152035
36,Private,190023
43,Private,233130
21,Private,149637
62,Federal-gov,224277
26,Private,121559
54,Self-emp-not-inc,230951
18,Private,345285
65,Self-emp-not-inc,28367
41,Private,320744
31,Private,243773
56,Private,151474
50,Private,135465
22,Private,210781
36,Local-gov,359001
48,Private,119471
30,Private,226396
35,Private,283122
37,Self-emp-not-inc,326400
32,?,169186
56,Private,158752
29,?,208406
41,Private,96741
38,State-gov,255191
34,Private,177733
54,State-gov,137815
36,?,187203
42,Private,168515
33,Private,122672
21,Private,195199
69,Local-gov,179813
32,Private,178623
50,Private,41890
40,Private,373050
45,Private,80430
31,Private,198613
24,Private,330571
28,Private,209205
21,Private,132243
43,Self-emp-not-inc,237670
22,Private,193586
62,Self-emp-not-inc,197353
21,Self-emp-not-inc,74538
37,Private,89718
34,Private,93169
74,Self-emp-not-inc,292915
43,Private,328570
25,Private,312157
43,Private,193459
23,Private,236804
33,Private,126223
51,State-gov,172281
64,Private,153894
35,Private,331395
69,Self-emp-not-inc,92472
32,Private,318647
20,Private,332931
66,Self-emp-inc,76212
31,Private,301168
22,Private,440969
32,Private,154950
23,Private,218343
21,Private,239577
36,Private,247936
62,Local-gov,203525
24,Private,182342
45,Private,25649
27,Private,243569
38,Private,187870
20,?,289116
30,Private,487330
17,?,34019
17,?,250541
21,Self-emp-not-inc,318987
56,Self-emp-not-inc,140558
59,Local-gov,303455
37,Self-emp-not-inc,76855
52,Private,308764
50,Federal-gov,339905
55,Private,227856
55,Private,156430
45,?,98265
72,Private,116640
39,Private,187167
28,Private,184078
38,Private,108140
44,Private,150533
51,Self-emp-not-inc,313702
20,Private,39803
25,Private,252752
52,Private,111700
45,Private,361842
17,Private,231438
20,Private,178469
64,Local-gov,116620
34,Private,112212
74,Self-emp-not-inc,109101
58,Federal-gov,72998
44,Private,147265
23,State-gov,314645
23,Private,444554
27,Private,129629
34,Private,106761
18,Private,189924
33,Private,311194
50,Self-emp-not-inc,89737
47,Private,49298
50,Self-emp-inc,190333
18,Private,251923
49,Local-gov,298445
34,Private,180284
51,Private,154342
56,State-gov,68658
64,Private,203783
23,Private,250037
33,Private,158688
43,Private,214781
60,Federal-gov,404023
57,State-gov,109015
22,Private,194630
23,Private,239375
54,Private,35576
39,Federal-gov,363630
32,Self-emp-not-inc,182926
20,Private,117222
30,Private,110643
56,Self-emp-not-inc,170217
34,Private,193285
32,Private,161075
59,Private,322691
19,Private,229431
60,?,106282
29,Private,105694
24,Private,199883
41,State-gov,100800
23,Private,256278
32,Private,156464
51,Self-emp-inc,129525
18,Private,285013
28,Private,248911
33,?,369386
38,Private,219902
29,Private,375482
25,Private,169124
31,Private,183000
34,Private,28053
34,Private,242984
66,State-gov,132055
41,Private,212894
62,Private,223975
58,Private,357788
40,Private,406811
24,Private,154422
47,Private,140644
19,Private,355477
32,Private,151773
51,State-gov,341548
25,Private,512771
60,?,141580
22,Private,48988
29,Private,201022
20,Private,82777
42,Private,152676
18,Private,115815
23,Private,168009
28,Private,213152
55,Private,89690
40,Private,126868
52,Private,95128
37,Private,185567
21,Private,301408
35,Private,216256
45,Private,182541
39,Private,172855
54,Private,68684
42,Private,364832
26,?,264300
59,Self-emp-inc,349910
42,Private,276218
22,Private,251196
33,Private,196898
39,Private,58343
18,Self-emp-inc,101061
46,Private,415051
24,Private,174043
28,Private,129460
21,State-gov,110946
22,Private,313873
61,Private,81132
56,Federal-gov,255386
21,Private,191497
17,Private,128617
29,Private,368949
28,Local-gov,263600
62,Private,257277
39,Private,339442
30,Local-gov,289442
20,?,162667
18,Local-gov,466325
54,Private,142169
49,Private,252079
33,State-gov,119628
50,Private,175804
57,Private,70720
50,State-gov,201513
45,Private,257609
41,Private,124692
23,Private,268525
23,Private,250630
47,Private,180277
39,Self-emp-not-inc,191342
29,Private,250967
46,Private,153254
18,Private,362600
68,Private,171933
62,Private,211408
43,Private,48193
35,Private,22463
21,Private,440969
21,State-gov,164922
41,Local-gov,134524
61,Private,176689
24,Private,220993
21,Private,512828
36,State-gov,422275
37,Local-gov,65291
69,Private,197080
49,Federal-gov,181657
55,Private,190257
21,Private,238068
18,Private,337046
26,Private,187248
20,?,250037
46,Private,285750
23,Private,260617
48,Private,216999
36,Private,531055
42,State-gov,121265
41,Local-gov,184466
45,Private,297676
52,Private,114228
22,Local-gov,121144
20,Private,26842
27,Private,113054
36,Private,256636
34,Private,152246
38,Private,108140
20,?,203353
47,Private,207207
21,Private,115420
33,Private,80058
31,Local-gov,48520
61,Private,411652
46,Private,154405
55,Local-gov,104917
19,State-gov,261422
39,Private,48915
61,Private,172037
28,Private,144833
28,Private,275116
61,?,72886
61,Private,103575
54,Private,200783
50,Self-emp-inc,152810
37,Local-gov,44694
17,?,48703
56,Private,91905
31,Private,168906
32,State-gov,147215
28,Private,153546
34,Private,35595
33,Private,225507
42,Private,345504
64,Private,137205
29,Private,327779
41,?,213416
45,Private,362883
48,Private,131309
44,Private,188331
34,Federal-gov,194740
40,Private,43711
45,Private,187033
23,Private,233923
51,Private,84278
24,Private,437666
57,Private,186386
23,Private,129767
34,Private,180284
36,Private,108320
56,Self-emp-inc,75214
42,Private,284758
45,Self-emp-inc,188330
38,Private,333651
29,Local-gov,115305
54,Private,172962
40,Private,198096
29,Private,163265
35,Federal-gov,128608
47,Private,107460
51,Private,251841
28,Private,403671
58,Private,159378
24,Private,170070
46,State-gov,192323
57,Private,135796
22,Private,232985
28,Private,34532
17,?,371316
23,Private,236994
19,Private,208366
66,State-gov,102640
38,Private,111377
39,Federal-gov,472166
39,?,86551
47,Private,70943
39,Private,294919
22,Private,408383
36,Private,255454
32,Private,193260
29,?,191935
43,Local-gov,125461
51,Private,97005
42,Private,183319
32,State-gov,167049
34,Private,185216
51,Private,161838
38,Private,165848
21,Private,138816
33,Self-emp-not-inc,99761
34,Private,112139
32,Private,129020
38,?,365465
27,Self-emp-not-inc,259873
35,Self-emp-inc,89622
29,State-gov,201556
40,Private,176286
46,Private,192894
37,Private,172232
38,Self-emp-not-inc,163204
37,Private,265737
44,Private,215304
25,Private,185952
38,Private,216845
34,Local-gov,35683
50,Self-emp-not-inc,371305
46,Private,102359
20,Private,200089
47,State-gov,207120
46,Private,295334
34,Private,234537
61,Private,142922
55,State-gov,181641
36,Private,185325
28,Private,167336
22,Private,379778
34,Private,176117
33,Private,100228
27,Private,150296
43,Federal-gov,25005
55,Private,134120
39,Self-emp-not-inc,251710
20,Private,653574
38,Private,175441
30,Private,333119
21,Private,89154
60,Private,198727
43,Private,87284
36,Private,180686
23,Private,227070
57,Local-gov,189824
25,Local-gov,348986
38,Private,96185
22,Private,112693
23,Private,417605
61,Self-emp-not-inc,140300
28,Private,340408
17,?,187539
21,Private,237051
49,Private,175622
37,Private,389725
23,Private,182812
38,Self-emp-not-inc,245372
34,Local-gov,93886
21,Private,502837
27,State-gov,212232
57,Private,300104
22,Private,156933
20,Private,286734
49,Self-emp-inc,143482
38,Private,226357
40,Private,104892
44,Private,223194
37,Self-emp-not-inc,272090
57,Private,204816
56,Private,230039
41,Private,242619
50,Self-emp-not-inc,131982
33,Private,87310
29,Private,134566
28,Federal-gov,163862
35,Private,239409
36,Private,203717
45,Private,172274
30,Self-emp-not-inc,65278
35,Self-emp-inc,135289
27,Private,246974
22,Private,180060
24,Private,118023
47,Private,102308
47,Private,45564
18,Private,137646
18,Private,237646
31,Local-gov,189843
43,Self-emp-not-inc,118261
45,Private,288437
39,Private,106347
30,Private,316471
22,Private,50058
30,Self-emp-not-inc,182089
36,Private,186865
20,State-gov,158206
61,?,229744
27,Private,141545
59,Local-gov,50929
60,Private,132529
43,Private,260696
35,Private,231180
40,Private,223277
20,Private,279538
47,Private,46044
40,Private,168071
20,Private,79691
75,?,114204
25,Private,124111
47,Private,104521
29,Self-emp-not-inc,128516
34,Private,112564
45,State-gov,32186
23,Private,239663
46,Private,269284
41,State-gov,175537
29,Private,444304
17,Private,27415
39,Private,174343
37,Private,148143
34,Private,209213
20,Private,165097
18,?,51574
52,Private,167651
42,Local-gov,29075
22,Private,396895
66,State-gov,71075
35,Private,129573
40,Local-gov,183765
21,Private,164991
51,Local-gov,154891
34,Private,200117
24,Private,176389
43,Private,342567
34,Private,178841
42,Local-gov,191149
41,Private,29702
21,Private,157893
64,Local-gov,31993
24,Federal-gov,210736
23,Private,39615
29,Private,200511
44,Self-emp-not-inc,47818
28,Private,183155
33,Self-emp-inc,374905
35,Private,128876
41,Private,202872
42,Private,153414
51,Self-emp-not-inc,24790
32,Private,316769
37,Private,126569
18,Private,128538
24,Private,234640
29,?,65372
45,Private,343377
52,Federal-gov,30731
35,Private,412379
46,Self-emp-inc,112320
63,Private,181929
32,Local-gov,100135
24,Private,128061
72,?,402306
35,?,98389
29,Private,179565
35,Private,64922
70,Private,102610
65,?,115513
36,Private,150548
53,Private,133219
49,Local-gov,67001
60,Private,162347
18,Private,138557
21,Private,170456
42,Private,66006
25,State-gov,176077
32,Private,218322
25,Self-emp-inc,181691
47,Private,168232
30,Private,161690
21,?,242736
38,Self-emp-not-inc,67317
34,Private,265807
37,Private,99357
56,Private,170070
52,State-gov,231166
23,Private,62339
29,State-gov,118520
45,Private,155659
23,Local-gov,157331
45,Private,341762
30,Private,164190
45,Private,83064
26,Private,304283
23,Private,436798
24,Private,29302
43,Private,104660
42,Private,79036
72,Private,165622
21,?,177287
57,Private,199847
24,Private,22966
27,Private,59068
54,Private,77336
42,Local-gov,96524
17,Private,143868
48,Private,121424
39,Private,176279
41,Self-emp-inc,177905
50,Private,205100
57,Private,353881
44,Local-gov,177937
20,?,122244
49,Private,125892
44,Private,155472
42,Private,355728
18,?,245274
18,Private,240330
51,Private,182944
28,Private,264498
39,Private,110426
25,Private,166971
41,Private,347653
39,Private,33975
42,Self-emp-not-inc,215219
33,Private,190772
63,?,331527
47,Private,162494
27,Local-gov,85918
39,Private,91367
20,Private,182342
49,Private,129640
70,?,133536
46,Private,148738
47,Private,102583
35,Private,111387
24,Private,241752
22,?,334593
43,Private,101950
60,Local-gov,212856
53,Private,183973
47,Private,142061
34,Private,158615
37,Private,29145
35,Private,40135
23,Private,224640
27,?,146651
29,Private,167737
23,Private,60331
35,Private,187167
18,?,157131
27,Local-gov,255237
56,?,192325
40,Private,163342
31,Private,129775
18,Private,206008
25,Private,397317
36,Private,745768
38,Private,141550
52,Private,35576
23,Private,376383
48,Self-emp-not-inc,200825
34,?,362787
46,Private,116789
26,Private,160300
47,Private,362654
21,?,107801
65,Private,170939
31,Local-gov,224234
38,Private,478346
68,Private,211162
26,Private,147638
42,Private,104647
49,Private,67365
42,Private,230959
39,Private,176335
31,Self-emp-not-inc,268482
28,State-gov,288731
36,Private,231082
42,State-gov,333530
62,Private,214288
21,Private,118023
21,Private,187088
60,?,174073
22,Private,133833
30,Private,229772
64,Private,210082
28,Private,119287
41,Self-emp-not-inc,111772
25,Private,122999
27,Private,44767
40,Private,200574
58,Private,236596
31,Private,33124
50,Local-gov,308764
27,Private,103524
31,?,99483
50,Private,230951
45,Private,99355
33,Private,857532
62,Private,81116
38,Private,154410
19,Private,198943
30,Private,311696
38,Private,252897
42,Self-emp-not-inc,39539
49,Self-emp-inc,122066
53,Private,110977
45,Local-gov,199590
24,Private,202721
29,Private,197565
24,Private,206827
38,Federal-gov,190895
25,Self-emp-inc,158751
51,State-gov,243631
17,?,219277
19,Private,45381
38,Private,167482
60,Private,225014
29,Self-emp-not-inc,405083
66,?,186061
28,Federal-gov,24153
36,Private,126569
57,?,137658
24,Private,315476
43,Private,248186
